,PAYMENT_ID,USER_ID,PAYMENT_DATE,PAYEE_NAME,SCHEDULE_TYPE,GTV,NET_REVENUE,REVENUE,PAYEE_NAME_WITHOUT_NUMBERS
38,b021ee69b798a59ad9caebae042cb24d,8145,2024-07-04,212911_NTUC Health Co-operative Ltd,recurring,1065.7438302,5.6954338,19.71788,ntuc health co-operative ltd
39,b4e3e0a82ab6f2ab254ef1344f81d8ec,43818,2024-02-20,172328_SOUTH AIR-CONDITIONING & REFRIGERATION SERVICES ,one off,371.6062,1.971788,6.9846798,south air-conditioning & refrigeration services 
40,3d6a667cd2d66122695063ae834732ee,170784,2024-02-22,169048_ERA REALTY NETWORK PTE LTD,one off,7359.167844,68.3831246,165.5846892,era realty network pte ltd
41,0db7fbbb19c53ae913afe8385040f6d0,177665,2024-02-29,174296_IKI WEDDINGS PTE LTD,one off,947.975,-8.3497638,4.739875,iki weddings pte ltd
42,831d518c89d82dc6a18b773b63026d30,123050,2024-10-28,128169_NEWLIFT HOLDINGS PTE LTD,one off,479.447836,4.474442,10.7841636,newlift holdings pte ltd
43,67b29b31020f3007752b14cb1375386e,3415,2024-09-26,153538_INZY PTE LTD,one off,4095.252,15.0007564,67.571658,inzy pte ltd
44,22f82c0c4eedb689a44d2e02e727baf5,66959,2023-10-25,146479_Nam Hup Productions Pte Ltd,one off,532.38276,1.3575002,8.5166074,nam hup productions pte ltd
45,77aacc4bf7484fffe531a107708e8fb7,237432,2024-10-14,248181_HUTTONS ASIA PTE LTD,one off,1716.5779624,-0.5005308,21.879263,huttons asia pte ltd
46,506a1f5486787ab7c5eefa8b1ff9fd9a,31478,2024-01-16,52402_The National University of Singapore Society,recurring,65.524032,0.2199302,1.213408,the national university of singapore society
47,127f9801f9f2464150cd2490bf53f180,140097,2024-02-13,170496_Crevice Images,one off,989.6859,9.0853924,22.2660368,crevice images
48,0dc4a3f43b6726c6ac901ccdacaa1deb,97987,2024-03-26,90643_NIRVANA MEMORIAL GARDEN Pte. Ltd.,recurring,232.82266,0.7735476,3.9587436,nirvana memorial garden pte. ltd.
49,039ae273bd18d86a5cdc28d54748d9ac,235984,2024-10-04,246416_PlayHeals Therapy Pte. Ltd.,one off,985.894,12.2554208,25.633244,playheals therapy pte. ltd.
50,bab0201cd00ea41f0a3ca5553f23920c,242507,2024-11-11,254578_RELIABLE ENTERPRISE PTE LTD,one off,750.7962,6.4386462,21.7730898,reliable enterprise pte ltd
51,d9accc21225d00c25e5f5b826fb941df,153513,2024-09-24,243349_Wolters Kluwer Singapore Pte Ltd,one off,379.4250978,1.8352796,6.8330038,wolters kluwer singapore pte ltd
52,b76afd2cea24770697c289d07bdf0a79,229011,2024-09-04,237677_Mandk Pte Ltd,one off,863.112278,7.735476,19.4221118,mandk pte ltd
53,a8da886a1c9c63894073afe6c2f90f32,25877,2024-07-09,197240_Senoko Energy Supply Pte Ltd,recurring,113.757,0.492947,2.1082964,senoko energy supply pte ltd
54,d6d50572c395a15475b0cc1b85713d14,25473,2024-04-16,187174_Car Pulse Pte Ltd.,one off,27832.546,258.9791862,626.232285,car pulse pte ltd.
55,6dde6339b33e88e5de8e21db0e675bfe,162129,2024-07-10,220943_Maidbook Employment Agency,one off,4864.931862,45.6620598,109.4645692,maidbook employment agency
56,59d20f7b03410a3b1b197210844bd61c,214499,2024-07-05,220066_Seletar Flying Club,one off,684.172517,-15.4633682,0.0,seletar flying club
57,120a0008d9998aa30a53aec834e10d5c,107918,2024-01-16,103034_Growth Contractor,recurring,326.1034,1.6229332,6.0367048,growth contractor
58,9a9c02a4212440dcfa1c9359897422da,185045,2024-04-08,184939_JustCo (Singapore) Pte. Ltd.,one off,1523.20623,14.0527814,34.2711922,justco (singapore) pte. ltd.
59,57f790b0b72c767c74a0759af285e1a0,21578,2024-03-18,151706_SCW Consulting,one off,5308.66,79.5313106,153.95114,scw consulting
60,6617e672cdc9dc2c0efda0f7cbb171e2,111514,2024-04-23,140159_EXXONMOBIL ASIA PACIFIC PTE LTD,one off,120.3776574,0.113757,3.9739112,exxonmobil asia pacific pte ltd
61,3cdaf7edc90004f10aa7b0f688a24064,207624,2024-06-10,210599_PINE ON PAPER STUDIO PTE. LTD,one off,748.103951,6.9164256,16.836036,pine on paper studio pte. ltd
62,a650711086cbcb3c7128d478e5068a93,187935,2024-05-16,200100_Dimension Audio PTE LTD,one off,5152.3502982,59.4114892,131.3817512,dimension audio pte ltd
63,3026e82e06cc82ff82582e6d4bb64109,149011,2024-09-19,165172_Sydney Realty Group Pty Ltd,one off,2267.3135184,14.2423764,62.7635288,sydney realty group pty ltd
64,7338de8494540841cd99de394f189858,168056,2024-10-07,174661_CLEAR WATER SERVICES PTE LTD,recurring,148.794156,1.782193,3.867738,clear water services pte ltd
65,3c72ad10c3aa3586e29a47a658f635dc,170299,2024-04-29,193501_THE B. FILMS,one off,819.0504,10.3215518,21.2953104,the b. films
66,4555a3f2f4d315a99394827bbcdb42f9,25524,2024-01-23,31876_The Credence Organization Pte Ltd,one off,706.81016,-9.2446522,0.0,the credence organization pte ltd
67,78a740c02c4b5a4802deaa19ac76c97c,29885,2024-09-24,43400_The Little House (Montessori) Pte. Ltd.,one off,256.9163926,0.8190504,4.3682688,the little house (montessori) pte. ltd.
68,4fd2d3894f7adb88cdd2936b7628d3f7,1993,2024-03-12,176873_FOCUS POINT VISION,one off,95.2828632,0.5081146,8.7062024,focus point vision
69,bc87c86a55ba3ab70398431f94c218c7,29885,2024-07-09,43400_The Little House (Montessori) Pte. Ltd.,one off,2908.9257498,11.4591218,49.4539598,the little house (montessori) pte. ltd.
70,2e5d9f942966e05969bc6d97abf5c3fd,6509,2024-11-05,210942_GLOW WITH GRACE,recurring,1575.9363914,8.1753364,29.1521272,glow with grace
71,cdc6f16fa77d9a203bb0ed3eb1dfc843,100966,2024-01-30,93928_ SAQUARIES INTERNATIONAL PTE LTD,recurring,288.1844,1.4181706,5.3314114, saquaries international pte ltd
72,7b1adf2ad1066d9f3cfd537e2ecbc643,208167,2024-06-12,211697_PROVIRALL PTE. LTD.,one off,0.75838,2.3661456,2.578492,provirall pte. ltd.
73,235b9b1c6f4f52c079e99e6ebbd832a5,2413,2024-05-07,156262_Chinese Swimming Club,one off,844.1755294,3.981495,15.1979352,chinese swimming club
74,a3bf742092be6af3ed80b7bdc237beae,30474,2024-09-04,232253_Relacto Pte Ltd,one off,758.38,6.7799172,17.06355,relacto pte ltd
75,7fee2d4e966caaac749f4eb24c967445,171759,2024-05-31,206628_K. C. DAT (S) PTE LTD,one off,4853.632,-2.3813132,109.20672,k. c. dat (s) pte ltd
76,032abe8fef19361b3042a35a9944629f,31028,2023-12-22,32000_The Tanglin Club,one off,224.85967,1.9642042,5.0583946,the tanglin club
77,14915110c4b68779a04a43edd074e120,80026,2024-02-27,148835_Surge Plus Pte Ltd,recurring,477.7794,2.4343998,8.8427108,surge plus pte ltd
78,a2797ddb6179fd1d2b321728e303a3dd,164944,2023-12-29,160996_K. C. Dat (S) Pte Ltd,one off,3603.82176,-1.8125282,81.0859896,k. c. dat (s) pte ltd
79,8e20294d2b412db444b01aa226e7c007,129390,2023-11-28,152301_FEEKO BUILDERS & DESIGN,one off,359.85131,1.4940086,17.0559662,feeko builders & design
80,d4a97dd810f75fa62dc81569c02c3f71,9179,2024-09-05,196768_LUCE MAINTENANCE GROUP PTE. LTD.,recurring,218.2314288,0.9934778,4.0345816,luce maintenance group pte. ltd.
81,c22f92f548af981a50e3cd191953b416,98682,2024-10-07,180056_TI Skin,one off,8985.28624,-29.3796412,183.0046778,ti skin
82,4aa47a4c3f3b9cbe16580a2d9bf91592,187471,2024-10-29,233428_ Kaizenaire Pte. Ltd.,one off,1009.40378,13.0668874,26.2475318, kaizenaire pte. ltd.
83,7e800be63fc8e2d4a7eae10cb637adaa,15679,2023-11-09,149126_NATIONAL UNIVERSITY OF SINGAPORE SOCIETY,one off,324.3439584,2.8894278,7.2956156,national university of singapore society
84,205746471c5ad0c498482622e576bde3,98695,2024-02-29,174230_Eigen Energy Pte Ltd,one off,6370.392,30.8812336,114.667056,eigen energy pte ltd
85,2beb890ea5270833bde664e4449ad355,186917,2024-04-29,187428_Lifeweavers Therapy Company Pte Ltd,one off,671.1663,1.6456846,15.0993458,lifeweavers therapy company pte ltd
86,ae1ee0198d6d42e2325d053049e3b5e2,84181,2024-02-06,138384_Mercedes-Benz Fleet Management Singapore Pte Ltd,recurring,2051.4482352,26.0579368,53.3368654,mercedes-benz fleet management singapore pte ltd
87,889dacb03c7a5aab571ab976b8e6cff9,183292,2024-03-25,180165_TAI HUAT TYRES & BATTERIES,one off,2011.22376,9.6617612,36.2050612,tai huat tyres & batteries
88,aa40d17d3cf0cc28d0a2494ecb81cfa0,233242,2024-09-26,243895_Hanyang University,one off,1105.9986406,-17.556497,21.4924892,hanyang university
89,a9e866ee7e92105eb69998f8f47d4105,57531,2024-01-08,75469_PT CERVELLO CREATIVE CONCEPT,one off,1183.8235962,10.9813424,41.6957324,pt cervello creative concept
90,e85dda8308535b24f90c982072720ec2,171348,2024-08-08,202569_Rentokil Initial Singapore Pte Ltd,one off,578.64394,2.7453356,10.4125574,rentokil initial singapore pte ltd
91,99bbabe8c1cee4d180a36502e2a22740,23769,2023-10-16,101209_The Loft Converter (City) Limited,one off,2783.102924,-1.2968298,61.580456,the loft converter (city) limited
92,1bb895118b3f3a533bc063565bd1a461,20248,2024-08-27,235485_TELIMAX TECHNOLOGY (S) PTE LTD,one off,165.32684,0.0,2.3964808,telimax technology (s) pte ltd
93,b243f8cb84e4a3f1cb4bde93eb2155ea,100966,2024-04-25,93925_The Ideal Greenery,recurring,341.271,1.706355,6.3173054,the ideal greenery
94,8a3d9fcfe3623a3ec2fa9b441503076a,178443,2024-04-02,183207_Interactive Brokers pte ltd,one off,758.38,-0.5156984,17.06355,interactive brokers pte ltd
95,047d088f225b56ea23fe99d1c79faeee,118263,2024-03-25,117331_RICH EVEREST PTE. LTD.,one off,2275.14,21.0526288,51.19065,rich everest pte. ltd.
96,027bb5028a3666107ff881d3273a08b5,50688,2024-08-13,47272_EXXONMOBIL ASIA PACIFIC PTE LTD,one off,175.18578,0.7432124,3.1548608,exxonmobil asia pacific pte ltd
97,c09d53c7a191819c48b3644608671deb,188218,2024-07-15,222767_Jaw Droppers Productions,one off,570.30176,-12.9227952,0.0,jaw droppers productions
98,d935440d6af0bc7de8e842a54358200a,3712,2024-08-20,233662_Component Singapore Pte Ltd,one off,113.757,-0.5005308,2.5633244,component singapore pte ltd
99,a18ea7a378053eb6acf590c9d2b1e9f5,95990,2023-10-19,119230_ Bethany Christian Centre,recurring,212.3464,0.985894,3.9284084, bethany christian centre
100,13f5e1f55abb952907da5ccda9604e3c,151031,2024-02-23,172887_Salt Talent Search Pte. Ltd.,one off,32659.6347,158.8502748,587.8734246,salt talent search pte. ltd.
101,9d6f8dee21818aa02198ba7fcf652370,207856,2024-07-08,220366_L&H Electrical Pte Ltd,one off,5130.744052,59.6769222,130.8357176,l&h electrical pte ltd
102,6d33154c3f5273f860927c0e9be37316,238788,2024-10-29,254961_Serenity Casket & Funerals Pte Limited,one off,7738.9493804,74.2909048,174.124048,serenity casket & funerals pte limited
103,fd7d395623429b810ab5d06705f092e7,191251,2024-06-03,207396_Rajah & Tann Singapore LLP,one off,1579.1215874,14.7353234,35.530103,rajah & tann singapore llp
104,c36973673e8c19ea523c48bb0427a5e4,3415,2024-10-11,249215_Goodiessg Pte Ltd,one off,1308.2055,4.4289392,21.5834948,goodiessg pte ltd
105,01aac579c4455519dd7d283c78b3dfb6,187998,2024-09-25,243608_Propnex Realty Pte Ltd,one off,1983.92208,9.7375992,35.3101728,propnex realty pte ltd
106,206b296d1080f18d0502a8b914ed7a96,28717,2023-12-26,73556_Shotech Press Pte Ltd,one off,671.621328,3.1396932,12.0885772,shotech press pte ltd
107,186cd5fd45bf43216354399ab645f061,115030,2024-07-26,140373_ SELETAR COUNTRY CLUB,one off,1128.6742026,5.4830874,20.3170002, seletar country club
108,41acd09724a254289c55f602064637ba,207856,2024-07-01,218474_ARCTIC RANGER PRIVATE LIMITED,one off,3943.576,45.8364872,100.561188,arctic ranger private limited
109,dd4057d378e55946505a6a408d077b8f,6619,2023-10-18,"33199_ American Club, The",one off,314.5836078,-0.3488548,7.0756854," american club, the"
110,ba48976336493a8bede4f699c426436e,23607,2023-10-30,142497_Costumes Connection,one off,959.3507,1.4181706,24.4653388,costumes connection
111,b1268b30e501120182110faae7ce374f,84398,2024-04-25,191939_CHICCHUG CREATIONS,one off,394.3576,1.7897768,7.0984368,chicchug creations
112,42b16e46f87b0a4fff33a2dca0675f60,134697,2024-06-03,137852_SIPM CONSULTANTS PTE. LTD.,recurring,5071.7648394,15.0614268,81.14666,sipm consultants pte. ltd.
113,e1094daac1e59418ccfa7c1052f1069d,22537,2024-08-19,191444_Heng Yap Motor Repair Service,one off,144.0922,1.2285756,3.2458664,heng yap motor repair service
114,3f4e75f157d3bd3e9fb5d61ebd3dc254,118263,2023-11-15,117331_RICH EVEREST PTE. LTD.,one off,1516.76,17.3896534,38.67738,rich everest pte. ltd.
115,add50ff5da8cfdf0a2eb89727d407983,17201,2024-04-03,79363_Dreamakers Space Pte. Ltd.,one off,3697.1025,34.2939436,83.1867022,dreamakers space pte. ltd.
116,691dce81cce3135919ccec63707534a4,90518,2024-04-29,90197_Luce Maintenance Group Pte Ltd,one off,39.6784416,0.0606704,0.7128772,luce maintenance group pte ltd
117,5214404a27624ef6c1105ddd126a316d,14692,2024-08-19,232143_Abuzz Landscape Private Limited,one off,3967.84416,19.9681454,115.0689974,abuzz landscape private limited
118,2180bbaeca04e1d35a7a4b43fef0156b,6385,2024-05-20,201058_RED ALPHA CYBERSECURITY PTE. LTD,recurring,7583.8,40.535411,140.3003,red alpha cybersecurity pte. ltd
119,5d05dc2b83e826ea6fd3f82ddeb6ec36,161135,2023-12-06,155668_Whiz Communications Pte Ltd,one off,24.571512,-0.4474442,0.0,whiz communications pte ltd
120,d66887318146daaeb3a5ffbc42bb59e7,159431,2024-05-20,173253_PT PMA Bali Water Blue Ocean,one off,188.3360892,-0.2957682,11.5425436,pt pma bali water blue ocean
121,eda10cc65118bfe80190b6eda1d8c896,197838,2024-05-16,200368_Kelvin Chia Partnership,one off,2693.76576,-1.403003,60.6097296,kelvin chia partnership
122,3553a51b1d7de81b488ca058e438cf92,122187,2024-07-11,128843_University of Melbourne,one off,8054.6629744,-26.3385374,192.2948328,university of melbourne
123,725e4a74f1830ce964435ee5893d14ba,21379,2024-09-02,236847_Mylifestyle Holdings Pte Ltd,one off,628.241992,7.7658112,16.3355052,mylifestyle holdings pte ltd
124,67a123165513d965e33a0615acc16809,205974,2024-10-24,214395_ROHEI CORPORATION PTE. LTD.,recurring,606.704,3.3065368,11.224024,rohei corporation pte. ltd.
125,3f2e079f23901bae8d1e088cb2597f04,130351,2024-05-23,202407_My-Insurer Private Limited,recurring,1137.57,5.9684506,21.045045,my-insurer private limited
126,067b45248a8339c83ca534368b34ff71,153945,2024-05-13,198684_ MENSCH HOME SOLUTIONS PTE. LTD.,one off,552.10064,5.0128918,12.4222644, mensch home solutions pte. ltd.
127,e28a9b9c426606140818d20e8a000023,163822,2024-07-01,218507_LA FORGE IND PTE LTD,one off,1099.651,10.2229624,24.7459394,la forge ind pte ltd
128,d4d128faeb261ba03f7620b23778df54,195552,2024-07-22,209318_Vynella Events,one off,6370.392,-2.4192322,143.33382,vynella events
129,4ede546458a2da5fbbde5c5891594673,147437,2024-09-27,244459_BFOR Studios,one off,2009.707,-0.8797208,45.2221994,bfor studios
130,ab4b090093519dc0de9aef40d7dbc2b9,91591,2023-11-20,113466_Machina Magica Pty Ltd,one off,3847.8608602,13.7570132,130.479279,machina magica pty ltd
131,a269970e13704fe6200a71c2282a8a9f,27525,2023-11-16,58049_COGITO WINES Pte Ltd,one off,311.69418,-0.3109358,7.015015,cogito wines pte ltd
132,ad2f488dbe8330d206f853c08cb25ac4,33319,2024-09-05,237978_Master Maid Agency Pte Ltd,one off,1549.37034,13.9769434,34.8627286,master maid agency pte ltd
133,3ab30b2c68bd52b1e79db48ce0c4a0c0,198343,2024-06-28,217430_Cooling Solution Engineering Pte Ltd,one off,230.54752,-5.3314114,0.0,cooling solution engineering pte ltd
134,69daa9a3bba1b04bc2ca06f0de014233,187853,2024-09-06,233404_PROPNEX REALTY PTE LTD,one off,661.30736,3.0259362,11.7700576,propnex realty pte ltd
135,5322f72558ddd027132f8a37cdc19fda,111514,2023-10-02,142282_Kaimay Trading Pte Ltd,one off,588.4422096,-0.5005308,13.2413148,kaimay trading pte ltd
136,f24d68b7f77275b2d3a8cf7e45d31cb0,80026,2024-01-16,148835_Surge Plus Pte Ltd,recurring,477.7794,2.4343998,8.8427108,surge plus pte ltd
137,a5b4c10fb0ae83d18a2f03bf75e95334,4713,2024-02-07,170266_CYCLE & CARRIAGE INDUSTRIES PTE LTD,one off,61807.97,151.9869358,1390.679325,cycle & carriage industries pte ltd
138,8a6d38a7775e34377eb69668c081449b,20325,2023-11-24,35805_SJII ELEMENTARY SCHOOL,one off,16540.2678,211.0116512,430.0469628,sjii elementary school
139,a075c83d4fbe18281038266853a6cc4a,113453,2024-09-19,241396_PT Meraki Kreatif Lestari,one off,5099.3016172,-48.3163898,106.8329906,pt meraki kreatif lestari
140,d7543cb7e4ea1cc115efdbca5f5352c4,118343,2023-10-20,145654_ LAY MENG ENGINEERING TECHNOLOGY PTE LTD  ,one off,879.6601296,12.9834656,25.5119032, lay meng engineering technology pte ltd  
141,8b760392fc1ddf795c9ab17e84a046cf,31715,2024-07-05,220217_Bruikbaar Bouw Advies,one off,1072.7815966,-7.1060206,20.059151,bruikbaar bouw advies
142,93ac9126f159acadcd87d04975c153cd,159645,2024-06-05,179522_Senoko Energy Supply Pte Ltd,recurring,122.85756,0.5460336,2.27514,senoko energy supply pte ltd
143,60e2c70d92bd85d175764b5f427ccce2,58528,2024-08-26,172993_OOM Wonen in het Buitenland-verzekering,one off,355.756058,0.2426816,5.8850288,oom wonen in het buitenland-verzekering
144,756a853965ec3e332ebadf669ef76ee9,231990,2024-09-19,242173_GOODLUCK CORPORATION,one off,11158.1662808,42.4086096,289.018618,goodluck corporation
145,39fb35809c9820721d6cad56e487b123,187471,2024-06-28,188732_ASSURE (SINGAPORE) PTE. LTD.,one off,1012.81649,12.9000438,26.3309536,assure (singapore) pte. ltd.
146,b66097993b0f5e5ed2e6aa6b9d938e7e,202027,2024-09-09,203463_CBB MEDICAL TRAINING PTE LTD,one off,3644.129657,10.2532976,94.7444134,cbb medical training pte ltd
147,8170d6941707cadb4f00a696b19e388e,141961,2024-01-29,135415_The Elemental Practice,one off,583.9526,2.8515088,16.9346254,the elemental practice
148,d51c2cbdf0592ffbb5dac2a996b9c2a9,154556,2024-06-20,214288_BEAUTY WITHOUT FILTER,recurring,508.1146,2.6467462,9.403912,beauty without filter
149,bd33daf5829f225243c16d67950fc6c2,87399,2024-10-03,98744_Amahs On Wheels Pte Ltd,one off,347.186364,-0.4777794,7.811314,amahs on wheels pte ltd
150,79e2fe7de5ca1aaee6ae37061a4c3537,80026,2023-11-08,148835_Surge Plus Pte Ltd,recurring,477.7794,2.4343998,8.8427108,surge plus pte ltd
151,5601103a3592591f9207f024d5a74bbf,7801,2024-10-15,249040_ LK BROTHERS ENGINEERING PTE. LTD.,one off,396.784416,1.8428634,7.1439396, lk brothers engineering pte. ltd.
152,86997811164c22c52ff0c9e70677de45,149280,2024-09-26,182835_Swaga Gym Pte Ltd,recurring,199.2188422,0.4398604,5.1797354,swaga gym pte ltd
153,64666e07ba0f1bf55a0326c5b74d3481,22356,2023-12-11,31470_Escorp - Payu Storage,one off,193.3869,0.8114666,3.4809642,escorp - payu storage
154,3ae40b8645f138671ed26dab2a230a4a,225095,2024-09-25,243744_SINGAPORE SWIMMING CLUB,recurring,181.176982,0.8948884,3.3520396,singapore swimming club
155,4bf495ca62c7eacf0ab8b6a407cc106c,209966,2024-06-25,216484_Canine Cities Pte Ltd,recurring,273.0168,1.365084,5.0508108,canine cities pte ltd
156,cea504a1840f78642c935ca1badbc9b6,88300,2024-03-08,176505_JiaXing Aircon Pte Ltd,one off,355.452706,3.185196,8.000909,jiaxing aircon pte ltd
157,b5de6c39705cbe672f39d26c8f291d93,221304,2024-10-09,248351_Propnex Realty Pte Ltd,one off,10647.048496,75.4815614,214.6367076,propnex realty pte ltd
158,1dcc972b965e0e8b14c0dccd03be76fd,147537,2024-10-23,"238381_Grenadier Accommordation Centre Ltd, Harcourts Trust Ac",one off,362.0051092,1.5774304,26.3006184,"grenadier accommordation centre ltd, harcourts trust ac"
159,7d1f2ca545584568062b8dfaf1da1b90,193652,2024-05-03,195303_Singapore Island Country Club,recurring,492.947,2.5178216,9.1233114,singapore island country club
160,f224680686b80efd532ddd2596a49846,141478,2024-02-20,170737_Singapore Medical Association,one off,1859.92695,17.1848908,41.8474084,singapore medical association
161,d1e8a53d2893492fd42807524006372b,71147,2024-06-21,86424_Waterlogic Pte Ltd,one off,4935.006174,24.3970846,88.8290494,waterlogic pte ltd
